 Gene_name,PValue,logFC,,,,
230638_at,0.00578915,-0.18626008,,,,
240343_at,0.00579027,-0.19127892,,,,
211521_s_at,0.00580082,-0.24571612,,,,
1569176_at,0.00580769,-0.1688559,,,,
234589_at,0.0058132,-0.16124836,,,,
232637_at,0.00581445,-0.19628939,,,,
226861_at,0.00581504,0.23521245,,,,
233373_at,0.00582217,-0.12319675,,,,
241990_at,0.00583981,0.98798646,,,,
1553770_a_at,0.00584434,-0.52051059,,,,
233088_at,0.00584936,-0.22701371,,,,
226533_at,0.00585685,0.61248857,,,,
216637_at,0.00585781,-0.23910422,,,,
1562892_at,0.00585837,-0.1676931,,,,
203654_s_at,0.00586542,0.31516916,,,,
233312_at,0.00587037,-0.13041957,,,,
206783_at,0.00591655,-0.21598619,,,,
220023_at,0.00594271,-0.52842386,,,,
203250_at,0.00594887,0.30731454,,,,
1553083_at,0.0059499,-0.230593,,,,
1560631_at,0.00596269,-0.15570829,,,,
234667_at,0.00596501,-0.18927119,,,,
244769_at,0.00597098,-0.18767485,,,,
1562831_a_at,0.00597333,-0.18641817,,,,
211176_s_at,0.00597436,-0.22954592,,,,
211659_at,0.0059771,-0.17289336,,,,
227869_at,0.00597838,0.35480195,,,,
222997_s_at,0.00598424,0.53039688,,,,
1566512_at,0.00598857,-0.22781357,,,,
234467_at,0.00599575,-0.13384217,,,,
1556508_s_at,0.00599642,-0.14405126,,,,
232686_at,0.00601844,-0.3791269,,,,
224759_s_at,0.00602387,0.46829054,,,,
233184_at,0.00602583,-0.16210121,,,,
1566956_at,0.00604093,-0.19475024,,,,
1557207_s_at,0.00604195,-0.35767753,,,,
1565803_at,0.00604211,-0.19335865,,,,
1569421_at,0.00604724,-0.18256081,,,,
233537_at,0.00605308,-0.18903149,,,,
203075_at,0.00606725,0.42592333,,,,
234469_at,0.00607484,-0.18337281,,,,
243748_at,0.00608905,-0.1614926,,,,
215195_at,0.00610093,-0.65221102,,,,
231524_at,0.00610109,-0.18655738,,,,
209936_at,0.00610682,-0.30441427,,,,
1560590_s_at,0.00611706,-0.17087197,,,,
223214_s_at,0.00613214,0.44568708,,,,
1558787_a_at,0.00614019,-0.20379424,,,,
235365_at,0.00614384,0.60250589,,,,
209962_at,0.00615293,-0.30024787,,,,
237009_at,0.00617004,-0.17387212,,,,
240856_at,0.00617329,-0.58286539,,,,
230775_s_at,0.00618372,-0.23950225,,,,
222604_at,0.00618475,0.43505474,,,,
203731_s_at,0.00618927,0.26487032,,,,
234711_s_at,0.00619413,0.22652885,,,,
239287_at,0.00621359,-0.83089463,,,,
220486_x_at,0.00621768,-0.51115796,,,,
216995_x_at,0.00622539,-0.21676753,,,,
221421_s_at,0.00622602,-0.22864803,,,,
215485_s_at,0.0062306,-0.5367404,,,,
234060_at,0.00624436,-0.12979063,,,,
205344_at,0.00624802,-0.34883537,,,,
222579_at,0.006261,0.38334142,,,,
1552395_at,0.00626293,-0.20432504,,,,
226219_at,0.00627308,-0.67360697,,,,
222698_s_at,0.00628812,0.56578428,,,,
214627_at,0.00634032,-0.19142539,,,,
201894_s_at,0.00635173,0.30871778,,,,
229506_at,0.00635856,0.54580118,,,,
1555545_at,0.00636003,-0.1740713,,,,
242097_at,0.00636226,-0.20284884,,,,
234956_at,0.00636742,-0.18231933,,,,
226787_at,0.00637845,0.37664788,,,,
203464_s_at,0.00638231,0.29547912,,,,
226797_at,0.00638785,0.38603459,,,,
1564336_at,0.00639353,-0.20182172,,,,
214847_s_at,0.00640725,-0.22266539,,,,
215864_at,0.00641099,-0.16953992,,,,
238291_at,0.00641514,0.15309861,,,,
217207_s_at,0.00644356,-0.32978809,,,,
1559220_at,0.00645084,-0.22306106,,,,
208530_s_at,0.00645183,-0.29233276,,,,
227396_at,0.0064533,-0.64667583,,,,
208894_at,0.00645975,-0.63430545,,,,
1554949_at,0.0064636,-0.17135527,,,,
221135_s_at,0.0064644,0.35840065,,,,
209312_x_at,0.00646782,-0.702721,,,,
216960_s_at,0.00651476,0.41488877,,,,
1553850_at,0.00651908,-0.17329608,,,,
217318_x_at,0.00653548,-0.18442637,,,,
226418_at,0.00658703,0.38149979,,,,
240729_at,0.00658759,-0.24290537,,,,
204282_s_at,0.00658972,0.29319872,,,,
1553906_s_at,0.00659094,-0.4399789,,,,
1570607_at,0.00664549,-0.1916111,,,,
212161_at,0.00664782,-0.26280148,,,,
235412_at,0.00666367,-0.16579748,,,,
218395_at,0.00668824,0.39539035,,,,
223442_at,0.00669391,-0.32718272,,,,
217044_s_at,0.00669876,-0.19452275,,,,
240862_at,0.00670235,-0.23141329,,,,
215500_at,0.00670321,-0.19362615,,,,
1561546_at,0.00670469,-0.15721642,,,,
221422_s_at,0.00670531,-0.20114267,,,,
216387_x_at,0.00671417,-0.21733265,,,,
243823_at,0.00671432,-0.12719005,,,,
1560560_at,0.00671736,-0.15730152,,,,
1563002_at,0.00672567,-0.1257403,,,,
239127_at,0.00675125,0.49352004,,,,
203555_at,0.00676447,-0.35251823,,,,
1569352_at,0.00676915,-0.29303267,,,,
1570230_at,0.00679595,-0.19165881,,,,
234703_at,0.00679844,-0.22628099,,,,
207098_s_at,0.00680205,0.48915104,,,,
210683_at,0.00680805,1.0485226,,,,
233016_at,0.00682778,-0.14136528,,,,
205781_at,0.00682782,0.35438029,,,,
1560566_at,0.00683852,-0.15355383,,,,
207705_s_at,0.00685195,0.55309058,,,,
238170_at,0.00687617,0.19843661,,,,
234718_at,0.00687647,-0.15941003,,,,
1564259_at,0.0068766,-0.16149358,,,,
1568691_at,0.00687876,-0.16993244,,,,
1562719_at,0.00688273,-0.21840559,,,,
1558641_at,0.0068853,-0.28309165,,,,
207524_at,0.00689765,-0.32817794,,,,
218842_at,0.00690241,0.37235989,,,,
1562682_at,0.00691153,-0.1328258,,,,
242637_at,0.00691207,-0.34738811,,,,
205197_s_at,0.00694106,-0.65353726,,,,
210345_s_at,0.00694566,-0.20735592,,,,
218605_at,0.00695061,0.43986591,,,,
1563005_at,0.00695454,-0.19821078,,,,
1562257_x_at,0.00695977,-0.26746551,,,,
237263_at,0.00696158,-0.27598812,,,,
1554857_at,0.00696392,-0.21267774,,,,
1555099_at,0.00696824,-0.17833298,,,,
225689_at,0.00697465,0.54101289,,,,
219333_s_at,0.00697664,-0.28115204,,,,
219094_at,0.00698494,0.50161512,,,,
223637_s_at,0.0069995,-0.32862426,,,,
219620_x_at,0.00700071,-0.77047388,,,,
220560_at,0.0070017,-0.32527214,,,,
1560978_at,0.00701215,-0.18210753,,,,
217830_s_at,0.00701229,0.28889347,,,,
204670_x_at,0.007025,-0.7117665,,,,
220947_s_at,0.00703155,-0.30094975,,,,
1568903_at,0.00704784,-0.27062309,,,,
201880_at,0.00705014,0.37301221,,,,
213591_at,0.00705456,0.45016555,,,,
221324_at,0.00705931,-0.23070198,,,,
223171_at,0.00708294,0.37955034,,,,
209329_x_at,0.00709599,-0.34028229,,,,
213427_at,0.00709716,0.50053212,,,,
215520_at,0.00710554,-0.13356358,,,,
216578_at,0.00711198,-0.17444701,,,,
216203_at,0.00713197,-0.19223099,,,,
229195_at,0.00715093,-0.19170671,,,,
215040_at,0.00715839,-0.21638278,,,,
211588_s_at,0.00715862,-0.22152959,,,,
1553956_at,0.00717609,0.66638034,,,,
233474_at,0.00718077,-0.15022695,,,,
200087_s_at,0.00719565,0.19729112,,,,
223944_at,0.00719588,-0.27920062,,,,
220055_at,0.00721312,0.48856373,,,,
1566908_at,0.00721617,-0.2206265,,,,
239302_s_at,0.00721736,0.81933686,,,,
207074_s_at,0.0072236,-0.29646464,,,,
225131_at,0.00722579,0.27975869,,,,
201053_s_at,0.00724812,0.32568073,,,,
217002_s_at,0.00726181,-0.22890767,,,,
225953_at,0.00727381,0.35461434,,,,
1553722_s_at,0.00727404,0.54012472,,,,
220047_at,0.0072786,0.40067693,,,,
241316_at,0.00729176,0.22342721,,,,
241285_at,0.00729554,-0.20129416,,,,
234768_at,0.00729635,-0.19783217,,,,
240145_at,0.00730057,-0.44827929,,,,
240579_at,0.00731709,0.16651111,,,,
236942_at,0.00733458,-0.12951665,,,,
1561401_at,0.00733573,-0.18271485,,,,
218851_s_at,0.00734515,0.5599178,,,,
1554589_at,0.00734693,-0.30729976,,,,
1562346_at,0.00735376,-0.25858558,,,,
228245_s_at,0.00735984,1.43890999,,,,
1570165_at,0.00736417,-0.13906909,,,,
240934_at,0.00736975,-0.1949213,,,,
1553721_at,0.00737778,0.39361287,,,,
1554965_at,0.00739399,-0.14295838,,,,
1570364_at,0.00741903,0.34456079,,,,
243405_at,0.00743939,0.36404937,,,,
211544_s_at,0.00744436,-0.20323849,,,,
211769_x_at,0.00746076,-0.36283726,,,,
210577_at,0.00746367,-0.25151549,,,,
1564209_at,0.00746398,-0.1305567,,,,
211230_s_at,0.00746421,-0.31080191,,,,
1560643_x_at,0.0074666,-0.17361465,,,,
200954_at,0.00747414,-0.47928665,,,,
215532_x_at,0.00747677,0.73345843,,,,
224249_at,0.00749076,-0.16625262,,,,
233189_at,0.00749838,-0.26301415,,,,
216943_at,0.0075122,-0.19699132,,,,
218637_at,0.00751865,0.49675024,,,,
1564907_s_at,0.00753538,-0.37189672,,,,
235668_at,0.00753784,-0.34114414,,,,
202040_s_at,0.00753813,0.4586377,,,,
202013_s_at,0.00754908,0.40170512,,,,
1566032_at,0.0075515,-0.19557598,,,,
201551_s_at,0.00755757,-0.87987541,,,,
235982_at,0.00756083,-0.18648817,,,,
1565787_at,0.00756378,-0.15017299,,,,
237988_at,0.0076032,-0.17260397,,,,
215430_at,0.00762252,-0.19093832,,,,
234644_x_at,0.00762305,-0.26451353,,,,
244136_at,0.00762818,-0.17760977,,,,
1556340_at,0.00763424,-0.30130929,,,,
238646_at,0.00763509,0.59019666,,,,
209056_s_at,0.00764361,0.32543081,,,,
241862_x_at,0.00764694,-0.26037933,,,,
202419_at,0.0076481,0.34903501,,,,
238758_at,0.00766135,-0.23658618,,,,
231155_at,0.0076872,-0.13828335,,,,
209328_x_at,0.00769592,-0.20707729,,,,
244802_at,0.00772439,0.89751335,,,,
229519_at,0.00773287,0.46193844,,,,
1557244_a_at,0.00775769,-0.1709549,,,,
231241_at,0.00776704,-0.25051867,,,,
201720_s_at,0.00777521,-0.80494316,,,,
218133_s_at,0.00777612,0.35534178,,,,
1554201_at,0.00778143,-0.21511232,,,,
203730_s_at,0.00779376,0.39069943,,,,
210647_x_at,0.00783628,-0.20967528,,,,
1564029_at,0.00784462,-0.12057935,,,,
242701_at,0.0078781,-0.22030789,,,,
1564281_at,0.00790732,-0.33418722,,,,
204839_at,0.00792496,0.33826317,,,,
240917_at,0.00792706,-0.15117932,,,,
1552558_a_at,0.00793211,-0.20607722,,,,
216327_s_at,0.0079323,-0.18280219,,,,
241710_at,0.00793335,0.66961023,,,,
215651_at,0.00794015,-0.2141348,,,,
237828_at,0.00794076,-0.16827414,,,,
1566824_at,0.00799625,-0.21076584,,,,
215492_x_at,0.00801349,-0.15793635,,,,
238809_at,0.00802494,-0.17780335,,,,
204192_at,0.00804017,-0.67010743,,,,
233501_at,0.00804899,-0.17108262,,,,
231476_at,0.00805092,-0.17529418,,,,
221461_at,0.00806187,-0.15716453,,,,
237192_at,0.00806726,-0.20763959,,,,
243436_at,0.00807962,-0.11344173,,,,
215365_at,0.00808221,-0.14317847,,,,
209619_at,0.0080884,-0.69522355,,,,
241588_at,0.00810545,-0.13601534,,,,
217199_s_at,0.00811542,-0.23355266,,,,
223201_s_at,0.00812138,-0.51835125,,,,
1556725_a_at,0.00813912,-0.11677535,,,,
223105_s_at,0.00814131,0.25429318,,,,
223733_s_at,0.00815125,-0.26817073,,,,
226696_at,0.00815281,0.43110888,,,,
1562688_at,0.00815317,-0.13144077,,,,
229668_at,0.00818821,-0.20401272,,,,
221101_at,0.00819326,-0.13621506,,,,
1569105_at,0.00819972,-0.26217955,,,,
214172_x_at,0.00822174,0.38208956,,,,
1556962_at,0.00824627,-0.27336398,,,,
207260_at,0.00825857,-0.26444767,,,,
229465_s_at,0.00826795,0.6707017,,,,
233120_at,0.00827231,0.1161926,,,,
244615_x_at,0.00828578,0.34565144,,,,
1566884_at,0.00829491,-0.17011288,,,,
234900_at,0.00831108,-0.16987784,,,,
224829_at,0.00833088,-0.58877711,,,,
1557405_at,0.00833328,-0.15243644,,,,
1569806_at,0.00833666,-0.15271176,,,,
1554518_at,0.00833962,-0.32947687,,,,
238700_at,0.00835301,0.50708778,,,,
231054_at,0.00837239,-0.19495163,,,,
222869_s_at,0.00838069,0.50729993,,,,
208013_s_at,0.00838352,-0.18175651,,,,
1559266_s_at,0.00840238,0.69455655,,,,
1569034_a_at,0.00840253,-0.1521677,,,,
220643_s_at,0.00840343,0.45813115,,,,
1553003_at,0.00840368,-0.1625884,,,,
234889_at,0.00840506,-0.15880528,,,,
201928_at,0.00842864,0.32361046,,,,
1559311_at,0.00844697,-0.19256345,,,,
217043_s_at,0.00844965,0.44208442,,,,
238357_at,0.00846203,-0.14879158,,,,
218490_s_at,0.00847155,0.56198133,,,,
223267_at,0.00848008,0.36564615,,,,
221559_s_at,0.00853119,0.35343747,,,,
221821_s_at,0.00854211,0.29860207,,,,
1556621_a_at,0.00854798,-0.18006773,,,,
1560075_at,0.00855048,-0.11672353,,,,
205597_at,0.0085508,-1.62360011,,,,
1563573_at,0.00856085,-0.37351004,,,,
1553006_at,0.00856304,-0.15558591,,,,
213260_at,0.00856763,0.70149683,,,,
220423_at,0.00857092,-0.32787239,,,,
244767_at,0.00857374,0.19722722,,,,
220094_s_at,0.00859804,0.41314548,,,,
244554_at,0.00860767,-0.16840058,,,,
1563385_at,0.00861008,-0.13078255,,,,
230474_at,0.00861331,-0.19451941,,,,
1559502_s_at,0.00862348,-0.40741148,,,,
225470_at,0.00863015,0.32318519,,,,
1556291_at,0.00863639,-0.21763583,,,,
1553585_a_at,0.00865595,-0.16459066,,,,
237748_at,0.00865989,-0.3665571,,,,
212551_at,0.00868989,0.81222101,,,,
218118_s_at,0.00870804,0.3574723,,,,
212193_s_at,0.00871807,-0.67973067,,,,
208244_at,0.00875675,-0.22885129,,,,
202749_at,0.0087705,0.39655757,,,,
216364_s_at,0.00877679,-0.18551396,,,,
206885_x_at,0.00878272,-0.16942349,,,,
1569792_a_at,0.00878483,0.43372466,,,,
1553499_s_at,0.00879517,-0.24092997,,,,
203388_at,0.00879872,-0.57915452,,,,
222627_at,0.00881499,0.37248305,,,,
210094_s_at,0.00885633,0.42518015,,,,
1552806_a_at,0.00886798,-0.32063353,,,,
1569730_at,0.00888372,-0.17999476,,,,
230545_at,0.00889114,0.27198461,,,,
231892_at,0.00889142,-0.28613753,,,,
1552899_at,0.0088916,-0.19262279,,,,
203182_s_at,0.00890115,0.44214677,,,,
1559321_at,0.00891091,-0.21600847,,,,
221150_at,0.00892195,-0.18407183,,,,
212213_x_at,0.00894942,0.31572232,,,,
220397_at,0.00896947,0.64910452,,,,
216779_at,0.0089747,-0.13733015,,,,
210867_at,0.008981,0.30971882,,,,
221369_at,0.00898433,-0.15585275,,,,
210407_at,0.00899138,0.48751309,,,,
210401_at,0.00899522,-0.23944656,,,,
1566978_at,0.00899547,-0.13703804,,,,
211900_x_at,0.00899738,-0.22439327,,,,
232283_at,0.00900673,0.43128978,,,,
229533_x_at,0.00901441,0.53193559,,,,
1562797_at,0.00902616,-0.16353415,,,,
1553424_at,0.00905284,-0.14115819,,,,
1553761_at,0.00905983,-0.12369915,,,,
1569953_at,0.0090613,-0.18541112,,,,
1570068_at,0.00907174,-0.14897768,,,,
219393_s_at,0.00907349,-0.35377873,,,,
211938_at,0.00908675,-0.29107433,,,,
242601_at,0.00908716,-1.52475954,,,,
207428_x_at,0.00908833,-0.31983764,,,,
1566697_at,0.00909495,-0.1743757,,,,
1562869_at,0.00912111,-0.18157231,,,,
225263_at,0.0091288,0.52596941,,,,
207992_s_at,0.00913293,-0.55637243,,,,
225502_at,0.00913932,-0.79081996,,,,
1556001_at,0.00914336,-0.20195189,,,,
243437_at,0.00916391,-0.21444351,,,,
218651_s_at,0.00916934,0.69164608,,,,
227380_x_at,0.00917151,-0.19258342,,,,
1564783_x_at,0.00917197,-0.17792841,,,,
1570293_at,0.0091991,-0.15316851,,,,
1569419_at,0.00920318,-0.1729668,,,,
243291_at,0.0092299,-0.16685919,,,,
230382_at,0.00923249,-0.17610979,,,,
1569428_at,0.00923685,-0.22436916,,,,
224521_s_at,0.00923862,0.45459028,,,,
1554867_a_at,0.00927915,-0.32694874,,,,
242373_at,0.0092823,-0.18574999,,,,
224355_s_at,0.00928242,-0.45269405,,,,
237892_at,0.00928808,-0.21321922,,,,
1554640_at,0.00929101,0.80572901,,,,
222541_at,0.00933354,0.36184903,,,,
243534_at,0.0093381,-0.1764619,,,,
216360_x_at,0.00934988,-0.2430179,,,,
216172_at,0.00935523,-0.17190255,,,,
201979_s_at,0.00936599,-0.44052616,,,,
222330_at,0.00937588,-0.25534472,,,,
224531_at,0.00937618,-0.17041665,,,,
237711_at,0.00937663,-0.13503619,,,,
200777_s_at,0.009378,0.27294185,,,,
208700_s_at,0.00938764,-0.47373979,,,,
218292_s_at,0.00938906,-0.56093346,,,,
234439_at,0.00941598,-0.19077836,,,,
207285_x_at,0.0094181,-0.20174623,,,,
205028_at,0.00942898,0.23868279,,,,
208304_at,0.00943776,-0.36999154,,,,
230691_at,0.00946084,-0.2249541,,,,
1570357_at,0.00949612,-0.14109807,,,,
209828_s_at,0.00950229,-0.38763527,,,,
1562686_at,0.00951484,-0.12641272,,,,
231347_at,0.00952539,-0.24184162,,,,
201658_at,0.00953223,0.32231113,,,,
237487_at,0.00953732,-0.14844188,,,,
212291_at,0.00955253,-0.50356438,,,,
226162_at,0.00956184,-0.18328378,,,,
203533_s_at,0.00958552,0.40776697,,,,
234187_at,0.00962704,-0.21759708,,,,
1568408_x_at,0.00963745,-0.21054027,,,,
221144_at,0.00965843,-0.10893839,,,,
210773_s_at,0.00967264,-0.39423815,,,,
1561218_s_at,0.00970663,-0.15429235,,,,
205484_at,0.00970687,-0.34944682,,,,
1562133_x_at,0.00971269,0.12335805,,,,
208838_at,0.00971909,0.54198464,,,,
244273_at,0.00974223,-0.14961977,,,,
211434_s_at,0.00974978,-0.69894275,,,,
218744_s_at,0.0097525,0.6730754,,,,
240781_x_at,0.00975315,0.32809679,,,,
242642_at,0.00977449,0.18059939,,,,
221346_at,0.00979269,-0.18922628,,,,
208762_at,0.00979336,0.32204578,,,,
244218_at,0.00980709,-0.16806646,,,,
213129_s_at,0.00981872,0.42107458,,,,
1561813_at,0.00983338,-0.10299523,,,,
238817_at,0.00985292,-0.18094789,,,,
1553426_at,0.00986776,-0.15488986,,,,
226493_at,0.00988415,0.31820752,,,,
210890_x_at,0.00989884,-0.18596007,,,,
237034_at,0.00990458,0.4413256,,,,
1558438_a_at,0.00991023,-0.33705261,,,,
233909_at,0.00992536,-0.12534968,,,,
201394_s_at,0.00993306,-0.30826645,,,,
1552969_a_at,0.00993807,-0.24341468,,,,
219045_at,0.00994331,-0.79537204,,,,
238980_x_at,0.00996333,-0.192567,,,,
1562011_at,0.00996617,-0.11060923,,,,
1553727_at,0.00996825,-0.30313219,,,,
1556187_at,0.00997289,0.21239929,,,,
228779_at,0.00997695,-0.29630541,,,,
222095_s_at,0.00998035,-0.24855776,,,,
232200_at,0.00999452,-0.13469412,,,,
200819_s_at,0.01002615,-0.19966111,,,,
231853_at,0.01002647,0.44582688,,,,
231488_at,0.01003004,-0.16131377,,,,
240501_at,0.01003064,-0.20484285,,,,
210644_s_at,0.01007359,-0.60419,,,,
233733_at,0.01007954,-0.17161273,,,,
234851_at,0.01008776,-0.42688678,,,,
1562742_at,0.01010694,-0.14071094,,,,
1570328_s_at,0.01010996,-0.19352274,,,,
221578_at,0.01011786,-0.29652189,,,,
200041_s_at,0.01012345,-0.56182132,,,,
231427_at,0.01012558,-0.19734736,,,,
1554996_at,0.01013243,-0.1559435,,,,
224285_at,0.01013299,-0.16356214,,,,
206926_s_at,0.01014039,-0.19237312,,,,
235848_x_at,0.01014565,0.50059282,,,,
232115_at,0.01015313,-0.23348984,,,,
32540_at,0.01015628,-0.16314597,,,,
231746_at,0.0101932,-0.22358102,,,,
201988_s_at,0.01019888,-0.40159386,,,,
217091_at,0.01020683,-0.09984388,,,,
204103_at,0.01020865,-0.8342652,,,,
215193_x_at,0.01020974,-0.69343533,,,,
1563137_at,0.0102564,-0.20734445,,,,
241874_at,0.01027188,-0.36012339,,,,
240983_s_at,0.01027627,-0.60776879,,,,
213569_at,0.01027993,-0.21478694,,,,
1564193_at,0.01029951,-0.17464087,,,,
234690_at,0.01031226,-0.14998307,,,,
208602_x_at,0.01034059,-0.260522,,,,
209861_s_at,0.01045641,0.27062072,,,,
233782_at,0.01049047,-0.19278052,,,,
209362_at,0.01050346,0.41061523,,,,
220594_at,0.01050661,-0.1789171,,,,
234766_at,0.01051244,-0.17261852,,,,
244467_at,0.01052729,-0.20948059,,,,
215849_x_at,0.01052837,-0.113657,,,,
205743_at,0.01054599,-0.54193612,,,,
207395_at,0.01054773,-0.18416076,,,,
1562770_at,0.01055155,-0.18808705,,,,
236151_at,0.01055251,-0.18271552,,,,
215716_s_at,0.01055567,0.51575944,,,,
206607_at,0.01056445,-0.22780305,,,,
237960_at,0.01057664,-0.16029331,,,,
215270_at,0.01058665,-0.45356571,,,,
1570235_at,0.01060583,-0.09925327,,,,
1567277_at,0.0106214,-0.15235074,,,,
204012_s_at,0.01063221,0.34564762,,,,
227454_at,0.01063502,0.43007218,,,,
214766_s_at,0.01063781,0.31096746,,,,
207113_s_at,0.01063862,-0.4135968,,,,
244581_at,0.01064965,0.35213004,,,,
1555447_at,0.0106535,-0.17799321,,,,
243776_at,0.01065597,-0.14654272,,,,
224078_at,0.01066695,-0.39254366,,,,
234061_at,0.01067146,-0.21913791,,,,
206862_at,0.01067258,0.35981263,,,,
234744_x_at,0.0106767,-0.16233784,,,,
244701_at,0.01067733,-0.18322664,,,,
1552643_at,0.01069439,0.69892201,,,,
238023_at,0.01069963,-0.26263041,,,,
210443_x_at,0.01071467,-0.20983323,,,,
220380_at,0.01071675,-0.58751981,,,,
243331_at,0.01071735,-0.23646692,,,,
241229_at,0.01071757,-0.19604697,,,,
208224_at,0.01072137,-0.21130063,,,,
204081_at,0.01073572,-0.59714456,,,,
1569823_at,0.01075478,0.11620547,,,,
233229_at,0.01076233,-0.19718006,,,,
232782_at,0.01079542,-0.22985051,,,,
239137_x_at,0.01079669,-0.27350318,,,,
202164_s_at,0.01080488,-0.36348054,,,,
208052_x_at,0.01080994,-0.17946396,,,,
224150_s_at,0.01081922,0.57758809,,,,
240374_at,0.01082383,-0.16581397,,,,
228292_at,0.01082771,-0.32973547,,,,
217391_x_at,0.01082928,-0.18862274,,,,
226195_at,0.01083014,0.30652335,,,,
218005_at,0.01084404,0.51412762,,,,
1568936_a_at,0.01084605,0.11636341,,,,
230983_at,0.0108589,-0.21740659,,,,
1557841_at,0.01085951,-0.17545433,,,,
203055_s_at,0.01086062,-0.2398033,,,,
1560928_at,0.01086456,-0.18318395,,,,
231139_at,0.01086672,-0.1425818,,,,
225058_at,0.01088985,-0.28831871,,,,
214333_x_at,0.0109084,-0.27087658,,,,
206510_at,0.01092095,0.8965305,,,,
1560277_a_at,0.01092888,-0.15653857,,,,
207243_s_at,0.01093471,0.18007412,,,,
232246_at,0.01094268,-0.17277401,,,,
1556009_at,0.01095256,0.51306888,,,,
208565_at,0.01096375,-0.16801114,,,,
221602_s_at,0.01096608,-0.3918168,,,,
36994_at,0.01097209,-0.382602,,,,
1553118_at,0.01097618,0.43891649,,,,
1559304_at,0.01099631,-0.23630509,,,,
204907_s_at,0.01099923,-0.27866014,,,,
1553887_at,0.01103665,-0.12129111,,,,
234862_at,0.01103807,-0.18494783,,,,
230841_at,0.01105844,-0.15064556,,,,
1562976_at,0.01107579,-0.15162747,,,,
202162_s_at,0.01109284,-0.41819158,,,,
223707_at,0.01110156,-0.56413844,,,,
211201_at,0.01110767,-0.1579551,,,,
232337_at,0.01112492,-0.22089536,,,,
236634_at,0.01114283,0.77683966,,,,
215118_s_at,0.0111565,-0.5690015,,,,
228542_at,0.01115815,0.51017583,,,,
1554280_a_at,0.01117989,0.21821325,,,,
234157_at,0.01118225,-0.18090828,,,,
205644_s_at,0.01120416,0.31435241,,,,
222270_at,0.01121283,0.43111937,,,,
205966_at,0.01122214,0.64475006,,,,
205718_at,0.01126218,-0.36951575,,,,
229892_at,0.0112638,0.34699244,,,,
1555682_at,0.01129019,-0.18808199,,,,
206670_s_at,0.01130659,-0.32449317,,,,
1562687_x_at,0.01132071,-0.15830329,,,,
228457_at,0.01139453,0.51535939,,,,
230010_at,0.01140347,-0.24159065,,,,
1556061_at,0.01141993,0.37664688,,,,
